,husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,nwifeinc,inlf,hrwage
2721,30,0.0,810,16,0,0,45,0,340.0,19,0,12,0,0.0,45000,8,1,1,60,27.32,1,5.6666669999999995
2722,44,0.0,500,14,0,0,52,0,80.0,32,0,16,0,0.0,45000,24,10,1,10,40.84,1,8.0
2726,49,0.0,1153,16,0,0,50,0,423.0,47,0,14,0,0.0,3000,27,27,0,40,0.0,1,10.575
2731,41,1.0,700,12,0,0,35,1,700.0,47,0,14,0,1.0,0,23,27,0,35,0.0,1,20.0
2735,31,1.0,550,12,1,0,0,1,404.0,37,0,10,0,1.0,45000,13,21,0,40,23.991999999999997,1,10.1
2738,47,0.0,1000,13,0,0,60,1,500.0,49,0,17,0,0.0,67500,28,26,0,40,41.5,1,12.5
2740,41,0.0,373,18,0,0,40,0,850.0,40,0,18,0,0.0,112500,17,16,1,40,68.3,1,21.25
2743,39,0.0,722,14,0,0,44,1,302.0,37,0,12,0,0.0,55000,19,19,0,40,39.296,1,7.55
2744,27,0.0,280,13,0,0,40,0,20.0,27,0,13,0,0.0,17500,8,8,1,20,16.46,1,1.0
2747,26,0.0,500,12,0,0,50,0,234.0,22,0,12,0,0.0,27500,8,4,0,40,15.332,1,5.85
2752,34,0.0,680,16,0,0,40,1,210.0,35,0,15,1,0.0,45000,12,14,0,27,34.08,1,7.777778
2753,27,0.0,300,12,0,0,60,0,275.0,26,0,12,0,0.0,22500,9,8,1,40,8.2,1,6.875
2755,42,1.0,800,8,1,0,40,1,400.0,36,1,12,0,1.0,45000,28,18,0,40,24.2,1,10.0
2756,37,1.0,650,12,1,0,40,1,110.0,31,1,10,0,0.0,45000,19,15,0,20,39.28,1,5.5
2759,38,0.0,1280,16,0,0,40,1,176.0,37,0,13,0,0.0,55000,16,18,0,24,45.848,1,7.3333330000000005
2760,37,0.0,813,12,0,0,50,1,438.0,34,0,13,0,0.0,55000,19,15,0,40,32.224000000000004,1,10.95
2761,26,0.0,500,16,0,0,48,0,577.0,35,0,16,0,1.0,67500,4,13,1,32,37.496,1,18.03125
2762,26,0.0,350,12,0,0,50,0,380.0,26,0,16,0,0.0,32500,8,4,0,40,12.74,1,9.5
2763,29,0.0,350,12,0,0,40,0,360.0,25,0,9,0,0.0,22500,11,10,1,40,3.78,1,9.0
2765,49,1.0,1250,15,0,0,40,0,594.0,52,0,18,0,1.0,3000,28,28,0,40,0.0,1,14.85
2770,55,1.0,1610,12,0,0,70,1,350.0,54,0,12,0,0.0,112500,37,36,0,40,94.3,1,8.75
2773,51,1.0,500,12,0,0,40,0,240.0,43,0,12,0,0.0,45000,33,25,0,40,32.52,1,6.0
2774,54,0.0,520,14,0,0,40,0,500.0,51,0,12,0,0.0,67500,34,33,0,40,41.5,1,12.5
2776,36,0.0,576,16,0,0,40,0,760.0,34,0,16,0,0.0,3000,14,12,1,40,0.0,1,19.0
2777,68,0.0,105,7,0,1,12,0,251.0,57,0,12,1,0.0,37500,55,39,0,40,24.448,1,6.275
2779,23,1.0,428,13,0,1,60,0,240.0,21,0,13,1,0.0,22500,4,2,1,40,10.02,1,6.0
2780,38,1.0,558,13,0,0,35,1,223.0,38,0,13,0,0.0,0,19,19,0,25,0.0,1,8.92
2782,60,0.0,480,12,0,0,40,0,260.0,55,0,12,0,0.0,55000,42,37,0,40,41.48,1,6.5
2784,47,0.0,1700,16,0,0,40,1,167.0,48,0,14,0,1.0,112500,25,28,0,25,103.816,1,6.68
2786,46,1.0,827,12,0,0,50,1,400.0,42,0,12,0,0.0,67500,28,24,0,30,46.7,1,13.333329999999998
2788,48,0.0,500,12,0,0,0,0,475.0,45,0,13,0,0.0,55000,30,26,0,45,30.3,1,10.55556
2794,26,0.0,180,12,0,1,32,0,277.0,22,0,12,1,0.0,55000,8,4,1,40,40.596,1,6.925
2795,27,0.0,1000,16,0,0,50,0,1000.0,26,0,16,0,0.0,3000,5,4,0,40,0.0,1,25.0
2796,40,0.0,750,18,0,0,50,1,400.0,40,0,18,0,1.0,67500,16,16,0,40,46.7,1,10.0
2797,40,1.0,800,12,0,0,0,0,108.0,27,0,12,0,0.0,45000,22,9,1,18,39.384,1,6.0
2798,31,1.0,730,14,0,0,40,0,450.0,37,0,16,0,1.0,45000,11,15,1,40,21.6,1,11.25
2801,57,0.0,600,14,0,0,40,0,700.0,58,0,12,0,0.0,37500,37,40,0,25,1.1,1,28.0
2804,40,1.0,500,16,0,0,40,0,280.0,38,0,13,0,0.0,37500,18,19,1,40,22.94,1,7.0
2806,39,0.0,1923,18,0,0,50,0,1712.0,33,0,18,0,0.0,112500,15,9,1,40,23.476,1,42.8
2807,36,1.0,900,15,0,0,45,0,252.0,27,0,12,0,0.0,55000,15,9,1,30,41.896,1,8.4
2808,61,0.0,240,4,0,0,30,0,360.0,57,0,14,0,0.0,6250,51,37,0,35,0.0,1,10.28571
2810,26,0.0,400,14,0,0,40,0,193.0,31,0,12,0,0.0,32500,6,13,1,28,22.464000000000002,1,6.892857000000001
2811,31,0.0,573,12,0,0,45,0,65.0,24,0,15,0,0.0,37500,13,3,0,6,34.12,1,10.83333
2812,44,0.0,1200,18,0,0,50,0,349.0,44,0,16,0,0.0,112500,20,22,0,45,94.352,1,7.7555559999999995
2814,25,0.0,400,15,1,0,40,0,240.0,26,1,12,0,0.0,27500,4,8,0,40,15.02,1,6.0
2816,43,0.0,800,18,0,0,40,1,350.0,44,0,17,0,0.0,55000,19,21,0,24,36.8,1,14.583329999999998
2818,35,1.0,812,16,0,0,44,0,400.0,33,0,16,0,0.0,55000,13,11,1,40,34.2,1,10.0
2825,48,0.0,560,12,0,0,40,0,497.0,45,0,14,0,0.0,55000,30,25,0,40,29.156,1,12.425
2827,28,0.0,1000,16,0,0,20,0,500.0,29,0,14,0,0.0,55000,6,9,1,40,29.0,1,12.5
2828,37,0.0,1000,16,0,0,40,0,336.0,35,0,14,0,0.0,112500,15,15,1,16,95.02799999999999,1,21.0
2829,37,0.0,1000,16,0,0,40,0,336.0,35,0,14,0,0.0,112500,15,15,1,16,95.02799999999999,1,21.0
2830,49,0.0,786,14,0,0,60,0,180.0,45,0,12,0,0.0,3000,29,27,0,36,0.0,1,5.0
2835,37,0.0,400,12,0,0,40,1,440.0,42,0,12,0,0.0,22500,19,24,0,40,0.0,1,11.0
2839,57,0.0,72,6,0,0,10,0,386.0,57,0,12,0,0.0,32500,45,39,0,35,12.427999999999999,1,11.02857
2844,35,0.0,425,16,0,0,48,0,222.0,36,0,12,0,0.0,32500,13,18,1,35,20.956,1,6.342857
2845,40,0.0,600,18,0,0,56,1,400.0,38,0,12,0,0.0,45000,16,20,0,40,24.2,1,10.0
2847,52,0.0,400,12,0,0,32,0,210.0,46,0,14,0,0.0,27500,34,26,0,35,16.58,1,6.0
2849,59,0.0,440,12,0,0,40,1,300.0,48,0,12,0,0.0,112500,41,30,0,40,96.9,1,7.5
2852,56,0.0,461,18,0,0,55,0,461.0,52,0,18,0,0.0,3000,32,28,0,54,0.0,1,8.537037
2853,34,0.0,1923,14,0,0,80,0,400.0,32,0,16,0,0.0,55000,14,10,1,40,34.2,1,10.0
2854,49,1.0,340,15,0,0,40,0,290.0,43,0,15,0,0.0,0,28,22,0,40,0.0,1,7.25
2856,45,0.0,769,17,0,0,45,1,808.0,44,0,17,0,0.0,55000,22,21,0,40,12.984000000000002,1,20.2
2857,39,0.0,175,18,0,0,56,1,350.0,37,0,16,0,0.0,32500,15,15,0,40,14.3,1,8.75
2858,49,0.0,550,15,0,0,40,0,460.0,47,0,12,0,0.0,45000,28,29,0,40,21.08,1,11.5
2860,48,0.0,365,12,0,0,40,1,300.0,43,0,12,0,0.0,0,30,25,0,40,0.0,1,7.5
2867,34,1.0,600,12,1,0,48,1,47.0,32,1,13,0,0.0,27500,16,13,0,6,25.055999999999997,1,7.8333330000000005
2869,49,0.0,400,7,0,0,40,0,200.0,48,0,12,0,0.0,0,36,30,0,24,0.0,1,8.333333
2870,37,1.0,850,18,0,0,50,0,375.0,34,0,16,0,0.0,3000,13,12,1,15,0.0,1,25.0
2872,63,0.0,550,18,0,0,55,0,100.0,59,0,16,0,0.0,32500,39,37,0,16,27.3,1,6.25
2875,45,0.0,400,12,0,0,40,0,401.0,40,0,12,0,0.0,0,27,22,0,40,0.0,1,10.025
2877,43,0.0,1093,16,1,0,50,1,904.0,40,1,16,0,1.0,112500,21,18,0,40,65.492,1,22.6
2879,43,1.0,1150,18,1,0,40,1,950.0,36,1,17,0,1.0,67500,19,13,0,40,18.1,1,23.75
2886,57,0.0,1900,17,0,0,60,0,900.0,49,0,16,0,0.0,112500,34,27,0,50,65.7,1,18.0
2888,41,0.0,400,12,0,0,0,1,210.0,41,0,12,0,0.0,37500,23,23,0,35,26.58,1,6.0
2889,41,0.0,400,12,0,0,0,1,210.0,41,0,12,0,0.0,37500,23,23,0,35,26.58,1,6.0
2892,35,0.0,1154,17,0,0,60,1,300.0,34,0,16,0,0.0,112500,12,12,0,45,96.9,1,6.6666669999999995
2895,56,0.0,696,18,0,0,0,0,692.0,52,0,18,1,0.0,67500,32,28,0,40,31.516,1,17.3
2896,52,0.0,923,18,0,0,40,1,500.0,46,0,16,0,1.0,112500,28,24,0,40,86.5,1,12.5
2898,50,0.0,600,16,0,0,40,0,600.0,45,0,12,0,0.0,67500,28,27,0,40,36.3,1,15.0
2900,41,0.0,600,12,0,0,40,0,193.0,41,0,11,0,0.0,37500,23,24,0,36,27.464000000000002,1,5.361111
2906,36,0.0,414,12,0,0,64,1,85.0,35,0,11,0,0.0,32500,18,18,0,24,28.08,1,3.541667
2914,28,0.0,500,16,0,0,48,0,530.0,27,0,16,0,0.0,45000,6,5,0,40,17.44,1,13.25
2917,21,0.0,170,14,0,0,40,0,188.0,23,0,16,0,0.0,8750,1,1,0,40,0.0,1,4.7
2918,54,0.0,538,10,0,0,40,0,280.0,50,0,12,0,0.0,37500,38,32,0,40,22.94,1,7.0
2922,54,1.0,568,12,0,0,40,0,434.0,48,0,12,0,0.0,55000,36,30,0,40,32.431999999999995,1,10.85
2923,27,0.0,567,10,0,0,50,0,274.0,30,0,10,0,0.0,45000,11,14,1,40,30.752,1,6.85
2924,45,0.0,700,12,0,0,40,0,500.0,45,0,12,0,0.0,55000,27,27,0,40,29.0,1,12.5
2925,27,0.0,460,12,0,0,40,0,397.0,22,0,12,0,0.0,45000,9,4,0,40,24.355999999999998,1,9.925
2926,56,0.0,395,15,0,1,40,1,375.0,53,0,15,1,1.0,32500,35,32,0,40,13.0,1,9.375
2930,42,0.0,1200,17,0,0,40,1,700.0,42,0,17,0,0.0,112500,19,19,0,40,76.1,1,17.5
2931,51,0.0,698,18,0,0,50,1,698.0,50,0,18,0,0.0,112500,27,26,0,50,76.204,1,13.96
2932,66,1.0,700,18,0,0,40,0,600.0,53,0,18,0,1.0,45000,42,29,0,40,13.8,1,15.0
2933,44,0.0,400,13,0,0,40,1,300.0,43,0,14,0,0.0,45000,25,23,0,40,29.4,1,7.5
2934,34,0.0,680,12,1,0,56,1,294.0,32,1,14,0,0.0,55000,16,12,0,35,39.711999999999996,1,8.4
2935,42,0.0,1500,18,0,0,65,0,529.0,40,0,16,0,0.0,112500,18,18,0,40,84.992,1,13.225
2936,39,0.0,1200,16,0,0,40,0,500.0,36,0,18,0,0.0,67500,17,12,1,24,41.5,1,20.83333
2938,45,0.0,570,10,1,0,38,1,890.0,42,1,12,0,0.0,37500,29,24,0,40,0.0,1,22.25
2940,29,1.0,440,15,0,0,40,1,700.0,31,0,16,0,0.0,55000,8,9,0,40,18.6,1,17.5
2947,42,0.0,823,18,0,0,80,1,210.0,39,0,12,0,0.0,37500,18,21,0,40,26.58,1,5.25
2949,24,0.0,680,14,0,0,40,0,640.0,28,0,14,0,0.0,67500,4,8,0,40,34.22,1,16.0
2950,29,0.0,175,8,0,0,43,1,170.0,34,0,11,0,0.0,17500,15,17,0,40,8.66,1,4.25
2951,38,0.0,460,16,0,0,60,0,423.0,38,0,16,0,0.0,45000,16,16,1,40,23.004,1,10.575
2952,46,1.0,680,12,0,0,40,1,64.0,35,0,12,0,0.0,37500,28,17,0,12,34.172,1,5.3333330000000005
2954,67,0.0,40,7,0,0,10,0,100.0,57,0,14,0,0.0,3000,54,37,0,42,0.0,1,2.380952
2957,43,0.0,550,16,0,0,24,1,260.0,37,0,14,0,0.0,55000,21,17,0,40,41.48,1,6.5
2958,69,0.0,155,8,0,0,16,0,220.0,56,0,12,0,0.0,32500,55,38,0,40,21.06,1,5.5
2959,44,0.0,1000,14,0,0,65,1,577.0,40,0,18,0,0.0,112500,24,16,0,35,82.49600000000001,1,16.48571
2961,36,0.0,350,13,0,0,44,0,320.0,33,0,12,0,0.0,32500,17,15,1,40,15.86,1,8.0
2964,29,0.0,320,12,0,0,40,0,256.0,29,0,12,0,1.0,22500,11,11,1,40,9.187999999999999,1,6.4
2966,48,0.0,400,12,0,0,40,1,400.0,45,0,16,0,1.0,37500,30,23,0,40,16.7,1,10.0
2967,34,1.0,480,13,0,0,40,0,51.0,33,0,12,0,0.0,32500,15,15,1,15,29.848000000000003,1,3.4
2973,62,0.0,360,15,0,0,40,0,625.0,58,0,14,0,0.0,67500,41,38,0,40,35.0,1,15.625
2974,47,0.0,960,16,0,0,50,1,163.0,46,0,12,0,0.0,45000,25,28,0,35,36.524,1,4.657143
2976,43,0.0,475,16,0,0,55,1,560.0,40,0,11,0,0.0,55000,21,23,0,40,25.88,1,14.0
2979,47,0.0,800,18,0,0,45,1,100.0,46,0,16,0,0.0,112500,23,24,0,30,107.3,1,3.333333
2981,26,0.0,273,12,0,0,40,0,260.0,27,0,12,0,0.0,22500,8,9,1,40,8.98,1,6.5
2983,40,1.0,650,12,0,0,70,1,160.0,36,0,12,0,0.0,37500,22,18,0,20,29.18,1,8.0
2984,38,1.0,481,15,0,0,12,1,65.0,38,0,12,0,0.0,27500,17,20,0,14,24.12,1,4.642857
2990,36,0.0,1200,14,0,1,40,0,100.0,40,0,16,1,0.0,67500,16,18,1,21,62.3,1,4.7619050000000005
2993,38,1.0,500,16,0,0,50,0,100.0,39,0,15,0,0.0,0,16,18,1,10,0.0,1,10.0
2995,43,0.0,800,18,0,0,40,1,575.0,39,0,16,0,1.0,67500,19,17,0,40,37.6,1,14.375
2996,39,0.0,800,14,0,0,48,0,130.0,39,0,14,0,0.0,45000,19,19,0,18,38.24,1,7.222222
2998,37,0.0,600,12,0,0,40,0,30.0,35,0,12,0,0.0,32500,19,17,1,5,30.94,1,6.0
2999,58,0.0,600,13,0,0,40,0,625.0,57,0,16,1,0.0,112500,39,35,0,40,80.0,1,15.625
3000,37,0.0,450,15,0,0,45,1,190.0,49,0,10,0,0.0,32500,16,33,0,40,22.62,1,4.75
3002,28,1.0,365,12,0,0,32,0,163.0,29,0,12,0,0.0,13750,10,11,1,25,5.274,1,6.52
3006,42,1.0,325,13,0,0,50,1,515.0,38,0,12,0,1.0,0,23,20,0,40,0.0,1,12.875
3007,47,0.0,500,12,0,0,58,1,175.0,45,0,12,0,0.0,37500,29,27,0,35,28.4,1,5.0
3009,59,0.0,800,11,0,0,40,0,180.0,56,0,12,0,0.0,37500,42,38,0,32,28.14,1,5.625
3011,32,0.0,1700,12,0,0,55,0,75.0,32,0,12,0,0.0,0,14,14,1,15,0.0,1,5.0
3013,48,1.0,520,12,0,0,40,0,415.0,42,0,12,0,0.0,67500,30,24,0,40,45.92,1,10.375
3014,41,0.0,432,12,0,0,8,1,280.0,39,0,12,0,0.0,37500,23,21,0,40,22.94,1,7.0
3015,48,1.0,432,12,0,0,48,1,256.0,36,0,11,0,0.0,32500,30,19,0,45,19.188,1,5.688889
3017,26,1.0,420,12,0,0,40,0,280.0,19,0,12,0,0.0,27500,8,1,0,40,12.94,1,7.0
3018,47,0.0,800,12,0,0,44,1,452.0,41,0,12,0,1.0,55000,29,23,0,40,31.496,1,11.3
3021,55,0.0,833,15,0,0,40,0,275.0,54,0,12,0,0.0,67500,34,36,0,32,53.2,1,8.59375
3023,29,0.0,700,16,0,0,50,0,44.0,29,0,16,1,0.0,55000,7,7,1,4,52.711999999999996,1,11.0
3024,47,0.0,1200,14,0,0,40,1,680.0,46,0,11,1,1.0,67500,27,29,0,40,32.14,1,17.0
3026,30,0.0,800,16,0,0,40,0,450.0,32,0,13,0,0.0,55000,8,13,0,40,31.6,1,11.25
3030,38,1.0,560,11,0,0,40,0,43.0,29,0,12,0,0.0,45000,21,11,1,8,42.763999999999996,1,5.375
3033,48,0.0,667,12,0,0,40,0,375.0,47,0,12,0,0.0,112500,30,29,0,40,93.0,1,9.375
3041,34,0.0,587,16,0,0,46,1,403.0,38,0,18,0,0.0,55000,12,14,0,40,34.044000000000004,1,10.075
3042,30,0.0,600,18,0,0,45,0,100.0,30,0,16,0,0.0,45000,6,8,1,20,39.8,1,5.0
3043,46,0.0,220,12,0,0,60,0,320.0,48,0,12,0,1.0,22500,28,30,0,40,5.86,1,8.0
3044,40,1.0,750,12,0,0,45,0,180.0,32,0,12,0,0.0,45000,22,14,1,24,35.64,1,7.5
3045,40,0.0,800,18,0,0,32,0,600.0,38,0,16,0,0.0,55000,16,16,1,45,23.8,1,13.333329999999998
3049,32,0.0,403,16,0,0,35,0,342.0,28,0,16,0,0.0,45000,10,6,1,40,27.215999999999998,1,8.55
3053,46,0.0,190,8,0,0,32,1,180.0,46,0,16,0,0.0,17500,32,24,0,40,8.14,1,4.5
3057,31,0.0,440,12,0,0,40,0,350.0,30,0,13,0,0.0,17500,13,11,0,40,0.0,1,8.75
3059,41,0.0,280,12,0,0,45,0,300.0,32,0,12,0,1.0,27500,23,14,1,40,11.9,1,7.5
3060,43,1.0,400,12,0,0,40,1,342.0,43,0,12,0,1.0,55000,25,25,0,48,37.216,1,7.125
3061,44,0.0,900,15,0,0,40,1,400.0,35,0,12,0,0.0,55000,23,17,0,40,34.2,1,10.0
3062,55,0.0,288,12,0,0,36,0,240.0,52,0,12,0,0.0,32500,37,34,0,25,20.02,1,9.6
3068,26,0.0,612,16,0,0,40,0,625.0,25,0,16,0,0.0,17500,4,3,0,45,0.0,1,13.88889
3069,30,0.0,400,12,0,0,40,0,300.0,30,0,14,0,0.0,27500,12,10,1,32,11.9,1,9.375
3070,38,1.0,575,16,0,0,40,1,575.0,39,0,16,0,1.0,67500,16,17,0,40,37.6,1,14.375
3072,52,1.0,360,14,1,0,40,1,440.0,52,1,14,0,0.0,17500,32,32,0,40,0.0,1,11.0
3076,30,0.0,600,16,0,0,50,0,575.0,29,0,16,0,0.0,45000,8,7,1,40,15.1,1,14.375
3081,41,0.0,450,16,0,0,40,0,392.0,40,0,16,0,1.0,32500,19,18,0,40,12.116,1,9.8
3084,35,0.0,400,12,0,0,40,0,378.0,34,0,12,0,0.0,22500,17,16,1,48,2.844,1,7.875
3085,24,0.0,366,16,0,0,43,0,326.0,24,0,16,0,0.0,37500,2,2,0,40,20.548000000000002,1,8.15
3087,44,1.0,540,12,0,0,40,1,360.0,41,0,14,0,1.0,55000,26,21,0,40,36.28,1,9.0
3088,45,1.0,700,13,0,0,41,1,40.0,42,0,12,0,0.0,3000,26,24,0,20,0.92,1,2.0
3091,41,0.0,520,12,0,0,40,1,346.0,36,0,12,0,0.0,45000,23,18,0,40,27.008000000000003,1,8.65
3092,53,0.0,800,12,0,0,65,0,300.0,53,0,12,0,0.0,67500,35,35,0,40,51.9,1,7.5
3094,53,1.0,520,12,0,0,40,0,360.0,51,0,11,0,1.0,55000,35,34,0,40,36.28,1,9.0
3095,43,0.0,711,18,0,0,55,0,415.0,43,0,12,0,0.0,55000,19,25,0,45,33.42,1,9.222222
3097,26,0.0,298,12,0,0,40,0,200.0,24,0,16,0,1.0,17500,8,2,1,40,7.1,1,5.0
3101,48,0.0,481,12,0,0,40,0,100.0,46,0,12,0,0.0,22500,30,28,1,12,17.3,1,8.333333
3102,25,0.0,440,16,0,0,55,0,105.0,26,0,14,0,0.0,22500,3,6,1,15,17.04,1,7.0
3103,31,1.0,700,13,0,0,40,0,600.0,39,0,14,0,1.0,17500,12,19,0,48,0.0,1,12.5
3104,39,0.0,600,12,0,0,45,1,500.0,39,0,13,0,0.0,45000,21,20,0,40,19.0,1,12.5
3106,34,0.0,315,16,0,0,60,0,420.0,28,0,13,0,0.0,32500,12,9,0,40,10.66,1,10.5
3107,27,0.0,414,12,0,0,40,0,287.0,27,0,12,0,0.0,32500,9,9,1,40,17.576,1,7.175
3108,39,0.0,837,17,0,0,38,1,216.0,36,0,14,0,0.0,55000,16,16,0,24,43.768,1,9.0
3109,60,0.0,30,9,0,0,0,0,500.0,46,0,12,0,0.0,6250,45,28,0,40,0.0,1,12.5
3110,39,0.0,300,12,0,0,60,1,180.0,42,0,12,0,0.0,0,21,24,0,24,0.0,1,7.5
3112,44,0.0,500,13,0,0,40,1,300.0,41,0,12,0,0.0,45000,25,23,0,40,29.4,1,7.5
3113,39,0.0,725,12,0,0,55,1,293.0,42,0,15,0,0.0,45000,21,21,0,40,29.764,1,7.325
3114,59,1.0,550,11,0,0,40,0,192.0,58,0,12,0,0.0,37500,42,40,0,24,27.516,1,8.0
3117,42,1.0,425,18,0,0,40,1,120.0,35,0,12,0,0.0,32500,18,17,0,28,26.26,1,4.285714
3118,48,1.0,480,14,1,0,40,1,200.0,45,1,12,0,0.0,22500,28,27,0,40,12.1,1,5.0
3122,31,1.0,440,14,1,0,40,0,330.0,24,1,13,0,1.0,32500,11,5,1,30,15.34,1,11.0
3123,48,1.0,640,10,0,0,40,0,170.0,50,0,13,0,0.0,67500,32,31,0,45,58.66,1,3.777778
3124,47,0.0,420,12,0,0,50,0,1000.0,47,0,12,0,0.0,112500,29,29,0,72,60.5,1,13.88889
3125,30,0.0,520,12,1,0,40,1,300.0,30,1,12,0,0.0,13750,12,12,0,48,0.0,1,6.25
3127,38,0.0,375,12,0,0,53,1,218.0,32,0,11,0,0.0,22500,20,15,0,25,11.164000000000001,1,8.72
3132,27,0.0,440,12,0,0,40,0,320.0,27,0,12,0,0.0,3000,9,9,1,40,0.0,1,8.0
3133,44,1.0,650,14,0,0,48,0,340.0,30,0,16,0,1.0,112500,24,8,0,40,94.82,1,8.5
3135,42,0.0,200,12,0,0,55,1,238.0,39,0,12,0,1.0,22500,24,21,0,35,10.124,1,6.8
3137,23,0.0,750,16,0,0,40,0,400.0,25,0,14,0,0.0,45000,1,5,0,40,24.2,1,10.0
3141,33,0.0,425,12,0,0,40,1,450.0,32,0,12,0,0.0,67500,15,14,0,40,44.1,1,11.25
3146,45,0.0,122,13,0,0,27,0,585.0,41,0,14,0,0.0,45000,26,21,0,60,14.58,1,9.75
3148,31,0.0,220,8,0,0,32,0,480.0,39,0,16,0,0.0,6250,17,17,1,32,0.0,1,15.0
3149,40,0.0,840,16,0,0,40,0,218.0,28,0,8,0,0.0,45000,18,14,1,40,33.664,1,5.45
3150,38,0.0,480,12,0,0,48,1,294.0,35,0,12,0,0.0,45000,20,17,0,40,29.712,1,7.35
3151,29,1.0,475,16,0,0,38,0,750.0,26,0,16,0,1.0,45000,7,4,1,50,6.0,1,15.0
3152,49,1.0,200,10,0,0,0,1,200.0,49,0,10,0,1.0,17500,33,33,0,24,7.1,1,8.333333
3153,41,0.0,360,12,0,0,40,1,289.0,38,0,12,0,0.0,32500,23,20,0,40,17.472,1,7.225
3154,37,1.0,559,16,0,0,40,1,900.0,39,0,16,0,1.0,45000,15,17,0,40,0.0,1,22.5
3155,43,1.0,720,12,0,0,39,1,35.0,44,0,12,0,0.0,45000,25,26,0,5,43.18,1,7.0
3158,37,1.0,900,16,0,0,45,0,480.0,38,0,13,0,0.0,3000,15,19,1,40,0.0,1,12.0
3160,33,0.0,372,16,0,0,32,0,150.0,30,0,13,0,0.0,27500,11,11,1,25,19.7,1,6.0
3162,47,0.0,1000,14,0,0,40,1,1120.0,44,0,14,0,1.0,55000,27,24,0,40,0.0,1,28.0
3165,30,0.0,900,16,0,0,40,0,800.0,31,0,16,0,0.0,67500,8,9,0,40,25.9,1,20.0
3166,30,0.0,700,16,1,0,40,0,800.0,31,1,18,0,0.0,55000,8,7,0,40,13.4,1,20.0
3168,31,0.0,525,16,0,0,50,1,290.0,42,0,13,0,0.0,37500,9,23,0,40,22.42,1,7.25
3171,46,1.0,1384,16,0,0,50,0,692.0,46,0,18,0,1.0,3000,24,22,0,40,0.0,1,17.3
3173,32,1.0,525,16,0,0,45,0,180.0,32,0,13,0,0.0,3000,10,13,1,14,0.0,1,12.85714
3174,39,0.0,368,13,0,0,40,0,250.0,43,0,12,0,0.0,17500,20,25,0,25,4.5,1,10.0
3176,45,1.0,376,12,0,0,40,1,76.0,42,0,12,0,0.0,32500,27,24,0,10,28.548000000000002,1,7.6
3177,34,0.0,1000,16,0,0,40,0,250.0,26,0,13,0,0.0,55000,12,7,1,25,42.0,1,10.0
3180,39,0.0,240,15,1,0,32,1,520.0,30,1,12,0,0.0,55000,18,12,0,40,27.96,1,13.0
3188,36,0.0,800,12,0,0,40,0,270.0,31,0,12,0,0.0,37500,18,13,1,40,23.46,1,6.75
3191,28,0.0,220,12,0,0,40,0,200.0,28,0,12,0,0.0,32500,10,10,0,40,22.1,1,5.0
3194,40,1.0,714,12,0,0,50,1,85.0,41,0,12,0,0.0,22500,22,23,0,21,18.08,1,4.047619
3199,42,1.0,175,12,1,0,0,1,180.0,37,1,14,0,1.0,6250,24,17,0,35,0.0,1,5.142857
3200,48,1.0,821,18,0,0,60,0,770.0,45,0,18,0,0.0,3000,24,21,0,45,0.0,1,17.11111
3203,35,0.0,1096,18,0,0,50,1,384.0,34,0,17,0,0.0,112500,11,11,0,35,92.53200000000001,1,10.97143
3205,26,0.0,480,12,0,0,40,0,288.0,25,0,13,0,0.0,45000,8,6,1,40,30.024,1,7.2
3208,32,0.0,175,17,0,0,40,0,220.0,30,0,14,0,0.0,17500,9,10,1,40,6.06,1,5.5
3209,45,0.0,200,13,0,0,60,1,125.0,39,0,12,0,0.0,27500,26,21,0,40,21.0,1,3.125
3212,24,0.0,540,14,0,0,72,0,325.0,23,0,14,0,0.0,45000,4,3,0,40,28.1,1,8.125
3213,56,0.0,1067,14,0,0,40,0,1100.0,52,0,18,0,0.0,112500,36,28,0,40,55.3,1,27.5
3214,33,0.0,400,14,0,0,44,0,350.0,27,0,17,0,1.0,37500,13,4,0,45,19.3,1,7.777778
3218,45,1.0,750,17,0,0,40,1,750.0,46,0,17,0,1.0,67500,22,23,0,40,28.5,1,18.75
3219,30,0.0,500,12,0,0,40,0,158.0,28,0,12,0,0.0,27500,12,10,1,30,19.284000000000002,1,5.266667
3220,47,0.0,590,18,0,0,40,1,600.0,44,0,18,0,1.0,67500,23,20,0,40,36.3,1,15.0
3225,36,1.0,600,14,0,0,40,1,176.0,32,0,14,0,0.0,37500,16,12,0,30,28.348000000000003,1,5.866667
3226,46,0.0,1150,16,0,0,44,1,220.0,47,0,14,0,0.0,3000,24,27,0,40,0.0,1,5.5
3227,33,0.0,720,13,0,0,40,1,800.0,42,0,16,0,0.0,112500,14,20,0,40,70.9,1,20.0
3228,48,1.0,624,12,0,0,58,1,403.0,47,0,12,0,0.0,55000,30,29,0,40,34.044000000000004,1,10.075
3230,27,0.0,250,10,0,0,30,0,200.0,23,0,12,0,0.0,17500,11,5,0,40,7.1,1,5.0
3231,29,0.0,682,16,0,0,40,0,350.0,30,0,16,0,0.0,45000,7,8,0,40,26.8,1,8.75
3235,38,1.0,1923,16,0,0,50,1,560.0,37,0,14,0,0.0,112500,16,17,0,50,83.38,1,11.2
